truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
3680,9,1557.12,5.26,424.83,Tulsa,Milwaukee
7689,21,1265.16,4.95,499.49,Mesa,El Paso
2093,21,194.64,5.22,5540.08,Mesa,Atlanta
9127,9,3016.92,5.14,19.14,Atlanta,Philadelphia
5201,19,3114.24,5.04,110.42,Atlanta,Phoenix
4765,8,1070.52,7.01,604.65,Phoenix,San Francisco
1129,20,1070.52,5.07,292.32,New Orleans,Colorado Springs
4698,2,1459.8,5.99,163.74,Baltimore,Oakland
2766,11,3114.24,5.08,212.02,Fort Worth,Oakland
9049,2,1265.16,6.43,109.1,Fort Worth,Portland
5594,16,291.96,3.68,1188.07,Baltimore,Las Vegas
4902,13,3990.12,4.67,212.36,New Orleans,Dallas
8240,21,3892.8,4.78,63.19,Oakland,Phoenix
5126,4,1751.76,4.87,329.14,Indianapolis,Mesa
7739,13,291.96,5.67,2821.21,San Antonio,Houston
1171,17,583.92,4.6,787.5,Mesa,Louisville
9096,15,2822.28,4.32,146.3,San Jose,Colorado Springs
2760,19,1849.08,7.13,184.47,Long Beach,Detroit
6138,18,194.64,4.79,3375.63,Louisville,Las Vegas
7223,8,486.6,5.22,882.48,Sacramento,Milwaukee
8548,17,97.32,6.06,1566.95,Phoenix,Philadelphia
6220,20,2141.04,5.31,250.61,Detroit,Los Angeles
2847,15,1265.16,7.46,114.57,Memphis,Charlotte
3384,15,2822.28,3.87,120.68,Indianapolis,Minneapolis
3235,8,3990.12,5.22,97.69,Dallas,New Orleans
3508,2,2238.36,3.03,417.54,Mesa,Jacksonville
3626,20,1849.08,6.37,187.98,New Orleans,Milwaukee
6745,21,1946.4,4.94,891.41,Phoenix,Oklahoma City
4206,8,97.32,4.83,6898.1,Colorado Springs,Omaha
3009,20,389.28,2.94,433.36,Denver,Nashville
4847,9,1751.76,3.65,1095.59,El Paso,Houston
9264,7,3892.8,5.9,128.81,New Orleans,San Jose
1881,8,2724.96,5.13,180.55,Seattle,Minneapolis
7634,19,681.24,4.72,1375.33,Detroit,Indianapolis
8701,9,2530.32,5.01,180.74,New Orleans,Detroit
9028,9,2627.64,5.8,243.81,New Orleans,Nashville
4912,1,1362.48,6.17,272.86,Washington,Fresno
9891,12,2141.04,6.45,124.76,Columbus,Sacramento
6220,24,1362.48,3.72,358.9,Fresno,Washington
4969,22,1265.16,4.63,326.32,Fresno,Boston
9811,12,583.92,5.99,1177.14,Tulsa,Raleigh
6325,3,2238.36,5.35,67.36,Las Vegas,New Orleans
6906,19,3114.24,5.23,447.39,Miami,San Jose
4645,20,486.6,5.15,1041.52,San Diego,Chicago
2699,16,1654.44,5.68,627.78,Denver,Sacramento
2827,6,1557.12,5.51,469.21,Jacksonville,Memphis
6683,11,1946.4,7.32,92.34,Baltimore,San Jose
2566,23,97.32,5.07,5757.84,Chicago,Houston
1379,20,1654.44,5.88,64.34,Raleigh,Detroit
7444,2,875.88,5.34,221.4,Houston,Fort Worth
6511,8,2919.6,6.99,237.0,Omaha,San Jose
2450,3,1946.4,5.03,567.45,Kansas City,Seattle
9000,16,1070.52,6.67,984.75,El Paso,Tucson
3233,22,875.88,6.6,260.48,Detroit,Charlotte
9254,24,778.56,4.23,1189.63,San Jose,Seattle
9339,11,1751.76,5.3,859.71,Dallas,Las Vegas
8447,24,1362.48,6.99,352.77,Milwaukee,Indianapolis
9939,18,2335.68,5.03,72.75,Fort Worth,Atlanta
8201,6,291.96,7.03,2864.12,Tucson,Sacramento
6040,12,3114.24,5.6,115.66,Long Beach,Austin
5665,5,194.64,8.43,858.76,Virginia Beach,Miami
8151,17,1265.16,5.49,710.96,Mesa,Tampa
6115,8,2043.72,3.99,240.97,Portland,Tulsa
8936,10,1654.44,6.04,61.63,Tampa,Milwaukee
5468,16,2335.68,5.86,103.64,Las Vegas,Chicago
8606,19,1459.8,3.12,515.21,Boston,Philadelphia
9827,23,1167.84,4.62,167.77,Memphis,San Francisco
6154,5,3600.84,4.97,69.94,Oakland,San Diego
2156,11,1946.4,4.29,86.71,Denver,Colorado Springs
7798,15,1265.16,4.13,810.41,Charlotte,Memphis
5988,4,875.88,6.24,1391.37,Oklahoma City,Fresno
4046,3,1751.76,6.56,643.81,Tampa,Baltimore
3067,14,973.2,4.4,140.85,Milwaukee,Boston
2639,1,681.24,6.3,919.11,San Jose,Chicago
4444,8,1167.84,5.23,893.6,Louisville,Raleigh
4507,4,875.88,5.05,1252.37,Fresno,Oklahoma City
6435,7,97.32,6.24,16145.75,Baltimore,Louisville
3429,1,778.56,5.81,883.49,Sacramento,Virginia Beach
6453,5,875.88,4.66,706.59,Tulsa,Kansas City
8109,2,486.6,5.08,917.56,San Jose,Charlotte
5727,2,486.6,6.5,320.52,Seattle,Nashville
2691,14,1557.12,5.05,472.61,Milwaukee,Charlotte
6691,20,2530.32,5.38,257.69,Miami,San Francisco
9480,11,2238.36,4.94,295.8,Virginia Beach,Boston
2992,7,3698.16,5.39,84.71,Miami,Houston
6170,18,1849.08,5.14,336.85,San Jose,Louisville
4224,21,1070.52,5.33,493.1,Nashville,Fresno
5794,18,2919.6,4.97,134.22,Tucson,Chicago
6612,7,1167.84,4.15,224.81,Sacramento,Detroit
2331,8,3990.12,5.48,138.07,San Antonio,Tampa
5056,8,2530.32,5.98,149.94,Phoenix,Milwaukee
1394,4,3211.56,5.07,62.3,Phoenix,Kansas City
4386,21,389.28,5.8,1641.89,Dallas,Fort Worth
8468,17,2433.0,5.15,218.77,Fort Worth,Kansas City
5419,17,2627.64,5.54,26.85,Seattle,Oakland
4092,11,1459.8,5.85,140.59,Washington,Phoenix
9803,12,1362.48,4.88,592.88,Albuquerque,Seattle
2089,3,2724.96,4.84,450.06,Colorado Springs,Austin
3506,3,875.88,5.93,681.14,Columbus,Phoenix
1084,19,1654.44,7.2,301.08,Oakland,Memphis
2441,3,1459.8,6.34,1250.67,El Paso,Atlanta
6783,20,1167.84,6.34,1037.72,Mesa,Tulsa
8811,15,1849.08,6.41,43.17,San Antonio,Portland
2758,24,1849.08,4.05,147.85,Miami,Nashville
4842,19,2141.04,6.89,67.62,Phoenix,Las Vegas
9838,14,194.64,5.94,327.5,Virginia Beach,Miami
7504,6,3406.2,4.99,123.34,Oakland,San Jose
5886,10,875.88,5.15,316.79,Atlanta,Memphis
2011,16,389.28,6.16,1582.51,Portland,Baltimore
9477,10,1557.12,3.84,78.61,Milwaukee,Tulsa
8885,19,291.96,6.25,6412.01,Minneapolis,Long Beach
2143,13,3406.2,6.27,101.83,Atlanta,Los Angeles
4035,12,291.96,5.43,5832.59,Mesa,Albuquerque
8856,1,3211.56,4.17,122.87,Dallas,Miami
4582,15,486.6,4.45,2704.05,Kansas City,Long Beach
9941,22,973.2,6.65,1492.04,Mesa,Oklahoma City
4054,13,1849.08,3.38,650.62,Portland,San Antonio
1183,16,4087.44,5.79,7.49,Arlington,San Antonio
1482,11,1751.76,4.57,22.72,Detroit,Miami
6243,16,1459.8,4.04,322.81,Dallas,Detroit
2714,6,486.6,5.21,336.08,Washington,Oklahoma City
6342,24,2724.96,6.83,136.88,Raleigh,Fort Worth
6215,24,2724.96,5.07,173.25,Philadelphia,Fresno
3524,5,291.96,5.2,470.38,Fort Worth,San Jose
3201,8,3406.2,5.85,55.45,Los Angeles,Atlanta
3246,16,194.64,5.59,1599.42,Sacramento,Kansas City
3037,19,1167.84,4.28,906.81,Kansas City,New Orleans
5701,4,2238.36,6.12,282.62,Indianapolis,Omaha
7010,4,486.6,5.22,1077.21,Raleigh,Minneapolis
8851,1,486.6,4.99,696.12,Milwaukee,Sacramento
1454,20,2043.72,7.18,587.96,Detroit,Oakland
2275,13,1167.84,6.05,188.05,San Antonio,Denver
6048,23,3308.88,4.75,354.34,Raleigh,San Antonio
5814,12,2919.6,5.11,33.52,Arlington,Denver
7559,14,1362.48,4.94,244.17,Los Angeles,San Francisco
3848,15,1946.4,3.6,626.36,Fort Worth,Tucson
6936,14,291.96,6.58,305.71,Denver,San Francisco
2575,8,3795.48,4.22,190.73,Miami,Chicago
8167,9,1849.08,6.85,263.58,Phoenix,Detroit
4899,6,1654.44,4.89,265.96,Baltimore,Fort Worth
3696,6,2919.6,4.78,583.76,Columbus,Virginia Beach
1555,24,1265.16,5.27,755.73,Philadelphia,Denver
7634,22,2822.28,5.63,144.94,Omaha,Austin
4024,14,1265.16,4.62,168.24,Baltimore,Indianapolis
9993,9,2627.64,5.78,63.35,Charlotte,Miami
2021,15,97.32,5.23,17816.38,Atlanta,Sacramento
8168,18,4379.4,4.97,490.76,Phoenix,New Orleans
1583,20,3016.92,5.27,89.58,Omaha,Dallas
5388,17,486.6,5.11,573.71,San Jose,Phoenix
5467,6,3308.88,5.37,34.08,Philadelphia,Omaha
2944,12,1070.52,4.45,75.36,Albuquerque,Boston
8721,15,2238.36,5.22,130.07,Los Angeles,Oklahoma City
3479,11,1654.44,3.8,338.85,Washington,Chicago
1791,9,1557.12,6.29,538.18,Boston,Atlanta
6626,1,2530.32,4.86,28.6,Raleigh,Charlotte
8954,15,3600.84,4.19,770.68,Oakland,San Diego
5098,15,3698.16,3.58,212.65,Oakland,San Antonio
2547,23,2335.68,4.04,525.52,Miami,Seattle
9278,24,1751.76,5.12,116.24,Virginia Beach,Portland
9265,23,97.32,4.96,2342.66,Raleigh,Omaha
4989,17,1557.12,4.75,972.31,Miami,Portland
1671,10,1946.4,3.56,110.04,Tucson,Fort Worth
7521,3,291.96,4.3,678.97,Chicago,Philadelphia
9493,5,1265.16,3.63,205.5,Oklahoma City,Jacksonville
6906,5,2141.04,5.28,697.97,Tampa,Portland
9979,22,486.6,6.24,419.63,San Jose,Phoenix
1237,4,486.6,3.87,289.93,Kansas City,Tucson
8549,13,97.32,6.39,3101.59,Denver,Washington
9200,1,1459.8,5.87,97.56,Kansas City,Nashville
2637,11,486.6,3.62,656.54,Las Vegas,El Paso
1285,22,1849.08,6.79,123.75,Washington,Colorado Springs
3233,7,778.56,6.2,1398.27,Washington,Jacksonville
6345,10,1070.52,4.8,403.49,Albuquerque,Long Beach
1040,7,194.64,5.06,4174.02,Memphis,Portland
2294,11,486.6,5.79,685.36,Fort Worth,Seattle
7409,20,1751.76,3.54,167.74,Oklahoma City,Long Beach
6099,20,1070.52,5.36,229.19,San Francisco,Phoenix
5267,10,194.64,5.56,690.95,Virginia Beach,Miami
1561,7,2822.28,4.8,39.69,New Orleans,Boston
6644,2,291.96,5.92,1963.24,Virginia Beach,Raleigh
8542,16,389.28,5.33,1346.17,Fresno,Kansas City
1677,20,778.56,3.57,1264.99,Chicago,Austin
5187,14,1557.12,5.5,194.46,Fresno,New Orleans
4409,5,875.88,5.49,440.23,Charlotte,Detroit
1416,20,1654.44,5.1,139.91,Memphis,Austin
6015,24,1459.8,5.86,221.39,Albuquerque,Tulsa
5960,7,194.64,6.06,3056.2,Austin,Fort Worth
1231,13,2627.64,4.71,206.6,Washington,Tulsa
8268,3,2724.96,5.94,190.64,El Paso,New Orleans
7871,10,875.88,5.66,577.9,Kansas City,Tulsa
9160,19,3016.92,3.66,133.37,New Orleans,Denver
6368,18,2335.68,7.95,152.71,Dallas,Tucson
4455,17,3503.52,4.96,110.01,Tulsa,Austin
3027,1,1362.48,7.08,360.83,Philadelphia,Washington
2353,16,389.28,5.77,606.76,Tampa,Virginia Beach
8955,19,1946.4,3.96,923.22,Tampa,Memphis
2260,11,389.28,4.07,1161.33,Las Vegas,Nashville
6504,14,486.6,8.47,2464.0,Albuquerque,Las Vegas
5853,19,1557.12,7.93,156.37,San Diego,Detroit
5054,15,2724.96,5.61,48.53,New Orleans,El Paso
6969,14,583.92,6.28,2178.58,Washington,Portland
1958,22,1459.8,4.92,203.49,Charlotte,Baltimore
3947,6,1946.4,5.95,660.37,Fort Worth,Tucson
3393,10,973.2,4.37,1669.63,Sacramento,Portland
9865,12,1946.4,6.32,404.62,Phoenix,Oklahoma City
7077,17,1265.16,5.88,159.11,Fresno,Boston
8039,3,583.92,4.4,2105.19,Virginia Beach,New Orleans
1019,18,97.32,5.87,1892.47,Los Angeles,Chicago
1002,3,194.64,5.93,2546.92,Las Vegas,Oklahoma City
1648,3,1946.4,6.66,348.42,Oklahoma City,Oakland
6409,12,875.88,4.23,1744.3,San Francisco,Oklahoma City
8792,17,778.56,4.46,841.58,Fort Worth,Phoenix
2970,15,2141.04,5.92,497.62,Philadelphia,Memphis
6420,10,2530.32,6.93,391.02,Tucson,San Antonio
5698,13,583.92,5.27,139.18,Seattle,Jacksonville
9756,11,2919.6,5.3,21.42,Phoenix,Mesa
2867,6,1362.48,5.92,113.24,Oakland,Milwaukee
6703,16,778.56,4.36,1779.67,Fort Worth,Boston
4465,5,3795.48,6.67,87.65,Houston,Long Beach
8373,10,973.2,5.55,237.07,Philadelphia,San Francisco
1073,19,4184.76,5.78,206.01,San Antonio,New Orleans
1656,7,2919.6,5.75,97.14,Los Angeles,Albuquerque
7150,7,1654.44,3.97,222.46,Oklahoma City,Miami
6041,18,1654.44,4.22,481.65,San Diego,Oklahoma City
7958,21,778.56,4.64,1008.88,Tucson,Oklahoma City
2646,24,1459.8,4.48,1078.08,Memphis,Fort Worth
8969,21,583.92,5.03,236.85,Albuquerque,Kansas City
2254,1,583.92,5.78,911.98,Oakland,Colorado Springs
2754,1,2433.0,5.98,206.51,San Antonio,Albuquerque
5217,11,681.24,6.52,90.73,Nashville,Baltimore
6680,17,1459.8,7.44,369.35,Boston,Philadelphia
4652,16,3211.56,5.42,56.42,San Diego,Raleigh
3852,17,1849.08,4.6,380.94,Columbus,Tucson
1628,17,486.6,4.5,2086.06,Los Angeles,San Antonio
2070,12,97.32,6.33,5939.39,Houston,Chicago
8751,3,1751.76,4.69,66.81,Raleigh,Nashville
2048,18,583.92,6.66,114.51,San Jose,San Francisco
6181,13,1459.8,5.79,82.46,Detroit,Dallas
5814,18,4087.44,7.23,69.94,San Diego,New Orleans
5476,17,486.6,4.92,845.35,Raleigh,Minneapolis
2598,4,1362.48,4.68,401.01,Oklahoma City,Colorado Springs
5639,22,4476.72,5.08,153.61,Arlington,Chicago
9896,18,583.92,4.86,667.27,San Francisco,El Paso
9534,4,2043.72,4.91,220.91,Portland,Phoenix
5047,14,4087.44,5.79,74.76,San Antonio,Arlington
9714,20,1167.84,6.53,338.64,Sacramento,Detroit
5047,7,778.56,4.72,857.87,Houston,Jacksonville
5483,2,1751.76,4.9,1698.45,Los Angeles,Washington
6111,4,1167.84,6.71,137.91,Charlotte,Las Vegas
9642,21,2043.72,4.61,348.68,Sacramento,Charlotte
6357,8,875.88,5.21,659.89,Atlanta,Minneapolis
2866,7,97.32,6.47,5064.07,Boston,El Paso
5862,24,583.92,7.14,1907.43,Nashville,Indianapolis
7692,11,681.24,5.03,354.3,Baltimore,Atlanta
9560,18,973.2,5.66,234.06,Raleigh,Milwaukee
8118,11,1751.76,5.34,186.51,Virginia Beach,Portland
3732,17,583.92,4.98,197.37,Tulsa,Raleigh
9595,11,194.64,4.97,1352.16,Houston,Los Angeles
6258,23,1070.52,5.36,557.03,Tucson,Virginia Beach
1136,22,2530.32,4.68,77.94,Houston,Baltimore
7596,17,1751.76,6.65,496.86,Milwaukee,Arlington
5549,9,1751.76,4.81,669.99,Los Angeles,Washington
1164,11,1849.08,7.54,289.85,Milwaukee,Jacksonville
3219,4,1265.16,5.72,167.4,Kansas City,Oklahoma City
7543,14,1265.16,5.43,903.72,Milwaukee,Virginia Beach
2441,21,2043.72,3.4,299.57,Oakland,Detroit
3778,5,2627.64,5.87,196.55,Miami,Charlotte
9344,16,389.28,4.91,1374.89,Austin,San Antonio
3974,2,291.96,4.28,1982.22,Raleigh,Virginia Beach
5137,4,1362.48,6.72,275.62,Fresno,Washington
5753,15,1654.44,4.25,105.48,New Orleans,Tucson
8908,10,389.28,5.77,694.39,Omaha,Virginia Beach
1062,17,1946.4,6.12,157.28,Washington,Omaha
3962,11,1557.12,3.79,193.64,San Jose,Portland
9175,23,3211.56,6.34,159.74,Oakland,Jacksonville
9165,7,2043.72,6.86,132.85,San Jose,Milwaukee
1057,22,194.64,7.05,459.81,New Orleans,Tampa
7666,15,2238.36,4.36,160.29,Fort Worth,Sacramento
9970,19,3308.88,6.25,54.28,Phoenix,Colorado Springs
9652,8,2141.04,5.49,167.77,Las Vegas,Phoenix
3925,8,2043.72,4.48,157.48,Long Beach,El Paso
4834,22,681.24,3.63,430.35,Portland,Tucson
2303,9,1557.12,5.83,67.34,Denver,Mesa
9144,4,583.92,5.21,735.13,El Paso,San Francisco
1205,7,2043.72,6.92,135.93,Kansas City,Indianapolis
8564,13,2043.72,7.51,105.96,Minneapolis,Oklahoma City
2715,7,2141.04,6.9,437.57,Los Angeles,Detroit
3538,1,194.64,4.58,1753.15,San Diego,Philadelphia
1953,4,1070.52,4.09,107.66,Tulsa,Sacramento
4834,3,3406.2,6.77,151.94,San Antonio,Miami
1426,3,583.92,4.91,276.69,Austin,Indianapolis
6000,23,1557.12,5.72,216.84,El Paso,Kansas City
3948,13,3308.88,5.14,51.87,Miami,San Diego
6602,15,1265.16,4.21,286.71,Seattle,Milwaukee
2683,6,1751.76,5.16,316.66,Albuquerque,New Orleans
7782,1,1654.44,4.7,111.41,Fort Worth,Baltimore
1657,23,1265.16,6.89,295.16,Las Vegas,Columbus
2298,9,3990.12,4.5,111.47,Chicago,Virginia Beach
3095,3,778.56,5.22,886.33,Washington,Memphis
1637,1,1265.16,6.23,270.46,Chicago,San Francisco
3855,5,486.6,4.48,581.53,Oakland,Omaha
3955,12,3211.56,4.69,235.52,Charlotte,Tampa
8655,13,3308.88,4.58,66.51,Phoenix,Colorado Springs
1956,7,1654.44,6.28,352.07,Las Vegas,Virginia Beach
3233,11,4087.44,6.84,164.76,Phoenix,Tulsa
3783,7,1459.8,5.31,227.27,Louisville,Columbus
4251,3,3114.24,6.07,197.81,Austin,Long Beach
1385,20,291.96,5.06,3522.6,San Antonio,Houston
8960,8,973.2,5.9,362.46,Baltimore,Omaha
1803,22,583.92,4.47,765.55,Detroit,Baltimore
6744,17,4574.04,5.82,264.65,Arlington,Los Angeles
1517,13,3114.24,5.38,126.98,Phoenix,Atlanta
2855,1,875.88,5.64,1987.48,Austin,Los Angeles
6436,19,3406.2,4.29,142.3,New Orleans,Charlotte
4030,5,3016.92,5.99,140.76,San Francisco,Tulsa
6670,16,3990.12,5.33,259.45,Virginia Beach,Chicago
9322,17,194.64,5.41,731.89,Oklahoma City,Nashville
6028,16,1946.4,4.69,196.26,Miami,El Paso
9058,24,2433.0,5.2,146.47,Memphis,Chicago
8271,23,1070.52,5.79,51.15,Kansas City,Las Vegas
8088,23,973.2,7.13,98.51,El Paso,Albuquerque
7325,2,875.88,6.18,981.76,Philadelphia,Charlotte
1346,16,1070.52,7.12,234.67,Columbus,Oklahoma City
9399,18,875.88,5.14,463.23,Omaha,Arlington
6431,1,3211.56,5.56,43.03,San Antonio,Omaha
8309,11,4379.4,5.17,127.45,New Orleans,Phoenix
1495,19,291.96,4.32,4088.25,Minneapolis,Long Beach
7753,16,4379.4,5.8,195.31,Tulsa,Los Angeles
2847,4,2919.6,5.67,158.38,Tucson,Chicago
1851,23,1946.4,6.93,242.55,San Antonio,Las Vegas
3670,23,97.32,4.39,5103.96,Houston,Chicago
8470,24,2335.68,7.32,293.8,Columbus,Kansas City
9676,15,2335.68,7.24,415.32,Oakland,Boston
1397,22,2919.6,5.11,21.67,Albuquerque,Los Angeles
8703,1,1849.08,5.99,213.79,Omaha,Boston
1212,1,291.96,6.42,1650.05,New Orleans,Tulsa
9791,24,97.32,5.08,885.63,Fort Worth,Jacksonville
9766,9,1167.84,6.56,98.31,Los Angeles,Columbus
7991,2,291.96,6.18,316.78,Arlington,Minneapolis
1352,19,1070.52,5.82,473.36,Philadelphia,Indianapolis
7148,4,97.32,6.98,4869.9,Minneapolis,Oakland
6835,8,1751.76,7.73,95.04,Boston,Colorado Springs
4257,21,1167.84,4.31,240.13,Milwaukee,Denver
5187,15,291.96,5.94,960.55,Colorado Springs,Miami
2234,21,3016.92,6.36,378.46,Charlotte,Minneapolis
6067,21,2043.72,4.9,283.79,Arlington,Memphis
3815,19,1946.4,5.71,233.57,Denver,Colorado Springs
5714,22,97.32,7.16,1962.94,Tampa,Tulsa
4959,13,1265.16,6.2,294.48,San Antonio,Washington
5918,4,2141.04,4.26,182.52,Detroit,Los Angeles
1803,10,2724.96,6.03,136.87,Austin,Colorado Springs
3895,23,3990.12,6.05,47.3,Virginia Beach,Chicago
5427,10,486.6,5.55,938.57,Detroit,Louisville
3513,14,778.56,5.67,781.06,Nashville,Milwaukee
6976,5,1849.08,6.06,497.98,Milwaukee,New Orleans
1947,22,3600.84,6.18,42.89,Phoenix,Miami
5117,15,291.96,5.34,1087.42,Las Vegas,Detroit
3734,12,973.2,6.39,373.0,Las Vegas,Indianapolis
2095,2,778.56,5.69,585.65,Houston,Jacksonville
3115,18,3211.56,4.25,120.4,Miami,Dallas
5131,5,1654.44,3.52,241.7,Phoenix,El Paso
4994,19,1167.84,6.6,328.09,Tulsa,Mesa
9710,8,389.28,5.56,819.75,Philadelphia,San Jose
6440,1,291.96,5.32,293.97,Detroit,Boston
5503,2,1751.76,5.15,73.31,Fort Worth,Milwaukee
6574,21,875.88,5.72,545.7,San Jose,Denver
4269,6,486.6,4.07,202.08,Boston,San Francisco
3981,9,1459.8,6.61,220.49,Louisville,Columbus
2106,14,4476.72,5.51,72.77,Houston,New Orleans
1889,23,291.96,4.12,1690.51,Denver,San Francisco
1391,3,3698.16,4.64,136.15,Jacksonville,New Orleans
1960,21,3114.24,6.11,94.56,Arlington,Indianapolis
1399,15,1362.48,4.48,355.82,Tampa,Fresno
4223,14,1265.16,3.83,409.25,Boston,Fresno
3369,17,1167.84,6.29,58.08,Arlington,Atlanta
8854,20,194.64,5.06,1969.28,Colorado Springs,Atlanta
3746,10,2724.96,5.18,423.65,Austin,Colorado Springs
9985,23,778.56,4.23,926.13,Memphis,Sacramento
2668,7,3308.88,6.88,92.96,San Francisco,New Orleans
8726,5,681.24,5.64,867.05,Baltimore,Nashville
5341,15,97.32,4.55,5092.19,Raleigh,Omaha
9703,1,2335.68,5.65,99.73,Oakland,Boston
7046,16,1459.8,5.13,692.17,Tampa,Tucson
4407,12,2822.28,6.29,147.45,Columbus,Long Beach
9516,1,1654.44,3.8,1059.61,Miami,Oklahoma City
6019,15,681.24,5.35,646.21,Kansas City,Oakland
4361,1,973.2,6.29,174.8,San Diego,Seattle
7113,7,2433.0,7.6,234.08,Jacksonville,Atlanta
7699,8,1751.76,3.78,614.77,Detroit,Miami
8392,14,2433.0,5.16,333.33,San Antonio,Albuquerque
2646,21,194.64,4.38,1301.24,Albuquerque,Fresno
2640,22,2919.6,6.06,31.21,Kansas City,San Diego
4931,3,1265.16,5.31,667.29,Dallas,El Paso
2907,23,778.56,5.56,306.24,San Francisco,San Diego
8236,20,1946.4,4.16,650.9,Tulsa,Las Vegas
2339,12,1849.08,6.0,435.67,Jacksonville,Milwaukee
7188,9,875.88,6.14,260.51,Atlanta,Minneapolis
8119,4,1654.44,5.73,207.77,Albuquerque,Charlotte
5700,24,875.88,5.28,272.16,Colorado Springs,Baltimore
1164,21,583.92,4.44,1582.43,Oklahoma City,Milwaukee
6561,9,1070.52,6.29,936.85,Oklahoma City,Columbus
8066,16,1654.44,6.07,500.62,Memphis,Oakland
9816,18,291.96,5.14,2742.43,Mesa,Kansas City
9557,3,681.24,5.88,1546.6,Memphis,Mesa
7120,10,3016.92,4.27,84.5,Denver,New Orleans
9598,19,875.88,4.83,713.26,Portland,Indianapolis
8032,5,194.64,5.55,2317.26,Memphis,Portland
5897,3,3308.88,5.74,93.05,Dallas,Long Beach
3858,24,1265.16,5.57,396.94,Charlotte,Memphis
6227,11,875.88,4.56,337.14,Tulsa,Kansas City
2433,12,681.24,6.43,529.38,Fresno,Las Vegas
5685,1,1070.52,4.98,192.26,Las Vegas,Kansas City
2273,6,1654.44,4.56,303.25,Jacksonville,Louisville
3902,21,2141.04,5.71,540.44,El Paso,Virginia Beach
9608,9,2724.96,6.4,301.59,Austin,Colorado Springs
9334,19,2238.36,5.8,43.63,Raleigh,Seattle
8195,5,2141.04,6.11,146.54,Indianapolis,Colorado Springs
4985,14,1362.48,5.75,28.54,San Francisco,Los Angeles
3566,17,973.2,3.01,375.58,Portland,Sacramento
5815,8,1946.4,5.51,517.09,Louisville,Arlington
6576,14,389.28,5.05,637.52,Boston,Oklahoma City
6969,2,1070.52,5.66,179.15,San Francisco,Las Vegas
4659,22,875.88,5.36,357.42,Boston,Baltimore
8702,2,1265.16,5.28,103.7,Raleigh,Memphis
9044,1,4184.76,5.28,66.2,Phoenix,Tampa
2868,20,1557.12,6.62,82.56,Boston,Phoenix
5762,13,973.2,7.18,515.81,Philadelphia,San Francisco
7138,4,1459.8,4.98,214.23,Kansas City,Nashville
5220,16,194.64,5.48,3451.43,Atlanta,Mesa
3917,13,1751.76,6.11,217.38,Albuquerque,New Orleans
4563,16,973.2,5.35,547.57,Seattle,San Diego
8289,19,3600.84,4.41,70.6,Los Angeles,Colorado Springs
1431,18,2335.68,6.66,97.86,Tulsa,Nashville
6000,9,1849.08,3.81,75.52,Memphis,Dallas
3237,2,1654.44,5.53,313.59,Albuquerque,Charlotte
5817,20,3406.2,4.65,268.64,Kansas City,Chicago
1756,7,973.2,5.24,810.39,San Jose,Washington
7692,11,194.64,6.34,290.04,San Antonio,Phoenix
9625,9,3406.2,4.81,302.23,Chicago,Kansas City
5988,2,1265.16,5.74,292.49,Philadelphia,Denver
6675,12,973.2,4.57,333.97,Mesa,Oakland
2309,10,291.96,5.33,5168.57,Miami,Oakland
4762,5,1167.84,4.84,176.2,Atlanta,Arlington
1043,3,778.56,5.53,228.27,Fresno,Portland
4546,11,1946.4,4.84,228.69,Indianapolis,Atlanta
4242,15,1167.84,5.92,67.22,Jacksonville,Detroit
3031,4,3892.8,6.23,125.79,Los Angeles,Miami
9442,2,3211.56,4.85,28.55,Austin,Virginia Beach
4289,8,97.32,7.28,2510.0,San Francisco,Indianapolis
4803,13,1265.16,4.49,406.99,Atlanta,New Orleans
4184,6,3016.92,5.6,89.11,Sacramento,Phoenix
7688,8,1557.12,6.1,105.15,San Francisco,Albuquerque
8738,24,583.92,5.72,631.52,Indianapolis,Austin
8299,15,3990.12,4.17,237.22,Los Angeles,Long Beach
9306,3,681.24,5.08,1445.23,Miami,Mesa
8162,11,194.64,5.18,7449.7,Milwaukee,Louisville
6452,14,97.32,7.04,6519.2,Las Vegas,Portland
1207,7,1167.84,4.94,969.57,Columbus,Portland
2369,20,1751.76,4.96,61.67,Colorado Springs,Boston
3216,12,583.92,3.61,258.26,Memphis,El Paso
4695,15,2238.36,4.69,134.1,Oklahoma City,Tampa
8436,14,1946.4,5.78,144.5,Fort Worth,Tucson
3549,14,681.24,7.32,1885.35,San Francisco,Nashville
9705,17,1557.12,5.32,605.08,Fort Worth,Louisville
7221,14,3211.56,5.43,133.04,Chicago,Sacramento
2804,6,3892.8,5.39,57.4,Oakland,Phoenix
6326,5,2530.32,4.84,259.08,Columbus,Omaha
2334,9,2043.72,4.74,252.45,Denver,Omaha
1540,9,97.32,5.77,1533.72,San Antonio,Philadelphia
7218,1,97.32,6.0,2770.89,Omaha,Colorado Springs
7377,21,2822.28,6.24,375.2,Miami,Fort Worth
5166,9,291.96,5.22,335.47,Kansas City,Raleigh
7712,11,1946.4,4.64,808.4,San Francisco,Sacramento
5145,21,1751.76,7.98,231.61,Detroit,Miami
8769,9,681.24,4.22,3616.22,Nashville,Baltimore
6037,12,486.6,5.56,1406.1,Charlotte,San Jose
1053,7,3308.88,5.26,237.78,Tampa,Columbus
